hsa	gge	isohsa	isogge	exoniden
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026298	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026299	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026303	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026305	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026308	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026309	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026311	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026312	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026314	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000398505	ENSGALT00010026315	hsa0000280326-gge0000015511|0.64
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026298	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026299	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026303	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026305	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026308	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026309	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026311	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026312	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026314	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000310826	ENSGALT00010026315	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026298	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026299	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026303	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026305	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026308	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026309	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026311	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026312	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026314	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398499	ENSGALT00010026315	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026298	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026299	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026303	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026305	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026308	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026309	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026311	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026312	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026314	hsa0000280327-gge0000015511|0.76
ENSG00000173276	ENSGALG00010010982	ENST00000398511	ENSGALT00010026315	hsa0000280327-gge0000015511|0.76
ENSG00000166979	ENSGALG00010010405	ENST00000401402	ENSGALT00010024902	hsa0000280338-gge0000014649|0.61;hsa0000280339-gge0000014653|0.76;hsa0000280342-gge0000014657|0.82;hsa0000280343-gge0000014659|0.76;hsa0000280347-gge0000014661|0.65;hsa0000280349-gge0000014662|0.7;hsa0000280350-gge0000014663|0.67
ENSG00000166979	ENSGALG00010010405	ENST00000300255	ENSGALT00010024897	hsa0000280338-gge0000014649|0.61;hsa0000280339-gge0000014654|0.7;hsa0000280342-gge0000014657|0.82;hsa0000280343-gge0000014659|0.76;hsa0000280345-gge0000014660|0.72;hsa0000280347-gge0000014661|0.65;hsa0000280349-gge0000014662|0.7;hsa0000280350-gge0000014663|0.67
ENSG00000159079	ENSGALG00010010423	ENST00000290155	ENSGALT00010024929	hsa0000280351-gge0000014720|0.76;hsa0000280352-gge0000014721|0.73;hsa0000280354-gge0000014723|0.81;hsa0000280356-gge0000014724|0.79;hsa0000280359-gge0000014725|0.74;hsa0000280362-gge0000014726|0.74;hsa0000280364-gge0000014727|0.75
ENSG00000150893	ENSGALG00010002358	ENST00000280481	ENSGALT00010005348	hsa0000188756-gge0000003110|0.71;hsa0000188757-gge0000003111|0.77;hsa0000188758-gge0000003112|0.82;hsa0000188759-gge0000003113|0.76;hsa0000188760-gge0000003114|0.82;hsa0000188761-gge0000003115|0.78;hsa0000188762-gge0000003116|0.73;hsa0000188763-gge0000003117|0.8;hsa0000188764-gge0000003118|0.78;hsa0000188765-gge0000003119|0.72;hsa0000188766-gge0000003120|0.78;hsa0000188767-gge0000003121|0.8;hsa0000188768-gge0000003122|0.8;hsa0000188769-gge0000003123|0.78;hsa0000188770-gge0000003124|0.81;hsa0000188771-gge0000003125|0.84;hsa0000188772-gge0000003126|0.79;hsa0000188773-gge0000003127|0.75;hsa0000188774-gge0000003128|0.76;hsa0000188775-gge0000003129|0.76;hsa0000188776-gge0000003130|0.83;hsa0000188777-gge0000003131|0.8;hsa0000188778-gge0000003132|0.83;hsa0000188779-gge0000003133|0.67
ENSG00000152242	ENSGALG00010011857	ENST00000615052	ENSGALT00010028334	hsa0000244281-gge0000174256|0.78;hsa0000244285-gge0000174262|0.73;hsa0000244286-gge0000174263|0.86;hsa0000244287-gge0000174264|0.83
ENSG00000136111	ENSGALG00010000816	ENST00000377625	ENSGALT00010001805	hsa0000188782-gge0000000273|0.75;hsa0000188783-gge0000000279|0.7;hsa0000188785-gge0000000280|0.9;hsa0000188786-gge0000000281|0.81;hsa0000188787-gge0000000282|0.81;hsa0000188788-gge0000000283|0.84;hsa0000188790-gge0000000284|0.8;hsa0000188791-gge0000000285|0.8;hsa0000188792-gge0000000286|0.8;hsa0000188793-gge0000000287|0.7;hsa0000188796-gge0000000289|0.71;hsa0000188798-gge0000000290|0.7;hsa0000188799-gge0000000291|0.82;hsa0000188800-gge0000000292|0.79;hsa0000188801-gge0000000293|0.84;hsa0000188802-gge0000000294|0.88;hsa0000188803-gge0000000295|0.82;hsa0000188804-gge0000000296|0.79;hsa0000188805-gge0000000297|0.68
ENSG00000136111	ENSGALG00010000816	ENST00000431480	ENSGALT00010001804	hsa0000188782-gge0000000273|0.75;hsa0000188783-gge0000000279|0.7;hsa0000188785-gge0000000280|0.9;hsa0000188786-gge0000000281|0.81;hsa0000188787-gge0000000282|0.81;hsa0000188788-gge0000000283|0.84;hsa0000188790-gge0000000284|0.8;hsa0000188791-gge0000000285|0.8;hsa0000188792-gge0000000286|0.8;hsa0000188793-gge0000000287|0.7;hsa0000188794-gge0000000288|0.61;hsa0000188796-gge0000000289|0.71;hsa0000188798-gge0000000290|0.7;hsa0000188799-gge0000000291|0.82;hsa0000188800-gge0000000292|0.79;hsa0000188801-gge0000000293|0.84;hsa0000188802-gge0000000294|0.88;hsa0000188803-gge0000000295|0.82;hsa0000188804-gge0000000296|0.79;hsa0000188805-gge0000000297|0.68
ENSG00000155307	ENSGALG00010007786	ENST00000400566	ENSGALT00010018531	hsa0000280423-gge0000011748|0.82;hsa0000280424-gge0000011749|0.72;hsa0000280425-gge0000011750|0.7;hsa0000280427-gge0000011751|0.69;hsa0000280428-gge0000011752|0.77;hsa0000280429-gge0000011753|0.76;hsa0000280430-gge0000011754|0.78;hsa0000280431-gge0000011756|0.68
ENSG00000136158	ENSGALG00010000711	ENST00000377102	ENSGALT00010001513	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377102	ENSGALT00010001514	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377102	ENSGALT00010001515	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377102	ENSGALT00010001516	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377102	ENSGALT00010001518	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377102	ENSGALT00010001519	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377104	ENSGALT00010001513	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377104	ENSGALT00010001514	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377104	ENSGALT00010001515	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377104	ENSGALT00010001516	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377104	ENSGALT00010001518	hsa0000188808-gge0000000001|0.8
ENSG00000136158	ENSGALG00010000711	ENST00000377104	ENSGALT00010001519	hsa0000188808-gge0000000001|0.8
ENSG00000141425	ENSGALG00010008366	ENST00000399022	ENSGALT00010020022	hsa0000244297-gge0000037613|0.87;hsa0000244300-gge0000037615|0.88;hsa0000244301-gge0000037616|0.88;hsa0000244302-gge0000037617|0.75;hsa0000244304-gge0000037618|0.83;hsa0000244305-gge0000037619|0.84;hsa0000244308-gge0000037621|0.83
ENSG00000141425	ENSGALG00010008366	ENST00000357384	ENSGALT00010020022	hsa0000244297-gge0000037613|0.87;hsa0000244300-gge0000037615|0.88;hsa0000244301-gge0000037616|0.88;hsa0000244302-gge0000037617|0.75;hsa0000244304-gge0000037618|0.83;hsa0000244305-gge0000037619|0.84;hsa0000244308-gge0000037621|0.83
ENSG00000102554	ENSGALG00010000820	ENST00000377687	ENSGALT00010001814	hsa0000188820-gge0000000305|0.68;hsa0000188821-gge0000000307|0.81;hsa0000188823-gge0000000308|0.88;hsa0000188824-gge0000000309|0.85
ENSG00000152214	ENSGALG00010012204	ENST00000326695	ENSGALT00010029276	hsa0000244310-gge0000082000|0.82;hsa0000244311-gge0000082003|0.84;hsa0000244312-gge0000082004|0.8;hsa0000244314-gge0000082005|0.82;hsa0000244318-gge0000082008|0.73
ENSG00000133119	ENSGALG00010006542	ENST00000380071	ENSGALT00010015561	hsa0000188843-gge0000010097|0.78;hsa0000188844-gge0000010099|0.8;hsa0000188845-gge0000010100|0.87;hsa0000188846-gge0000010101|0.84;hsa0000188847-gge0000010102|0.82;hsa0000188848-gge0000010103|0.81;hsa0000188850-gge0000010104|0.8;hsa0000188851-gge0000010105|0.81;hsa0000188852-gge0000010106|0.8
ENSG00000141622	ENSGALG00010012051	ENST00000269439	ENSGALT00010028863	hsa0000244333-gge0000081645|0.85;hsa0000244336-gge0000081646|0.8;hsa0000244338-gge0000081647|0.71;hsa0000244340-gge0000081648|0.81;hsa0000244343-gge0000081649|0.82;hsa0000244344-gge0000081650|0.9;hsa0000244345-gge0000081651|0.83;hsa0000244346-gge0000081652|0.81
ENSG00000152192	ENSGALG00010000726	ENST00000377208	ENSGALT00010001554	hsa0000188854-gge0000000043|0.9;hsa0000188855-gge0000000044|0.84
ENSG00000177511	ENSGALG00010010548	ENST00000324000	ENSGALT00010025143	hsa0000244347-gge0000080042|0.82;hsa0000244348-gge0000080043|0.74;hsa0000244349-gge0000080044|0.86;hsa0000244351-gge0000080045|0.86
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029071	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029074	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029076	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029081	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029088	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029089	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029091	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029093	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029097	hsa0000244354-gge0000040683|0.85
ENSG00000176641	ENSGALG00010012125	ENST00000312828	ENSGALT00010029099	hsa0000244354-gge0000040683|0.85
ENSG00000175387	ENSGALG00010010623	ENST00000262160	ENSGALT00010025287	hsa0000244366-gge0000080062|0.85;hsa0000244367-gge0000080063|0.98;hsa0000244370-gge0000080064|0.85;hsa0000244373-gge0000080065|0.84;hsa0000244374-gge0000080066|0.66;hsa0000244375-gge0000080068|0.8;hsa0000244376-gge0000080069|0.82;hsa0000244377-gge0000080070|0.83;hsa0000244378-gge0000080071|0.85;hsa0000244380-gge0000080072|0.9
ENSG00000175387	ENSGALG00010010623	ENST00000402690	ENSGALT00010025287	hsa0000244366-gge0000080062|0.85;hsa0000244367-gge0000080063|0.98;hsa0000244370-gge0000080064|0.85;hsa0000244373-gge0000080065|0.84;hsa0000244374-gge0000080066|0.66;hsa0000244375-gge0000080068|0.8;hsa0000244376-gge0000080069|0.82;hsa0000244377-gge0000080070|0.83;hsa0000244378-gge0000080071|0.85;hsa0000244380-gge0000080072|0.9
ENSG00000175387	ENSGALG00010010623	ENST00000586040	ENSGALT00010025309	hsa0000244366-gge0000080062|0.85;hsa0000244370-gge0000080064|0.85;hsa0000244373-gge0000080065|0.84;hsa0000244374-gge0000080067|0.91;hsa0000244375-gge0000080068|0.8;hsa0000244376-gge0000080069|0.82;hsa0000244377-gge0000080070|0.83;hsa0000244378-gge0000080071|0.85;hsa0000244380-gge0000080072|0.9
ENSG00000175387	ENSGALG00010010623	ENST00000356825	ENSGALT00010025309	hsa0000244366-gge0000080062|0.85;hsa0000244370-gge0000080064|0.85;hsa0000244373-gge0000080065|0.84;hsa0000244374-gge0000080067|0.91;hsa0000244375-gge0000080068|0.8;hsa0000244376-gge0000080069|0.82;hsa0000244377-gge0000080070|0.83;hsa0000244378-gge0000080071|0.85;hsa0000244380-gge0000080072|0.9
ENSG00000175387	ENSGALG00010012927	ENST00000262160	ENSGALT00010031035	hsa0000244366-gge0000174665|0.84;hsa0000244367-gge0000174666|0.97;hsa0000244370-gge0000174667|0.87;hsa0000244373-gge0000174668|0.87;hsa0000244374-gge0000174669|0.92;hsa0000244375-gge0000174670|0.83;hsa0000244376-gge0000174671|0.84;hsa0000244377-gge0000174672|0.85;hsa0000244378-gge0000174673|0.86;hsa0000244380-gge0000174674|0.9
ENSG00000175387	ENSGALG00010012927	ENST00000402690	ENSGALT00010031035	hsa0000244366-gge0000174665|0.84;hsa0000244367-gge0000174666|0.97;hsa0000244370-gge0000174667|0.87;hsa0000244373-gge0000174668|0.87;hsa0000244374-gge0000174669|0.92;hsa0000244375-gge0000174670|0.83;hsa0000244376-gge0000174671|0.84;hsa0000244377-gge0000174672|0.85;hsa0000244378-gge0000174673|0.86;hsa0000244380-gge0000174674|0.9
ENSG00000175387	ENSGALG00010012927	ENST00000586040	ENSGALT00010031037	hsa0000244366-gge0000174665|0.84;hsa0000244370-gge0000174667|0.87;hsa0000244373-gge0000174668|0.87;hsa0000244374-gge0000174669|0.92;hsa0000244375-gge0000174670|0.83;hsa0000244376-gge0000174671|0.84;hsa0000244377-gge0000174672|0.85;hsa0000244378-gge0000174673|0.86;hsa0000244380-gge0000174674|0.9
ENSG00000175387	ENSGALG00010012927	ENST00000356825	ENSGALT00010031037	hsa0000244366-gge0000174665|0.84;hsa0000244370-gge0000174667|0.87;hsa0000244373-gge0000174668|0.87;hsa0000244374-gge0000174669|0.92;hsa0000244375-gge0000174670|0.83;hsa0000244376-gge0000174671|0.84;hsa0000244377-gge0000174672|0.85;hsa0000244378-gge0000174673|0.86;hsa0000244380-gge0000174674|0.9
ENSG00000160216	ENSGALG00010011961	ENST00000291572	ENSGALT00010028633	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017641|0.78;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000291572	ENSGALT00010028637	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017642|0.76;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000398061	ENSGALT00010028633	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017641|0.78;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000398061	ENSGALT00010028637	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017642|0.76;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000327505	ENSGALT00010028633	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017641|0.78;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000327505	ENSGALT00010028637	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017642|0.76;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000398063	ENSGALT00010028633	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017641|0.78;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000398063	ENSGALT00010028637	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017642|0.76;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000398058	ENSGALT00010028633	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017641|0.78;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000398058	ENSGALT00010028637	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017642|0.76;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000546158	ENSGALT00010028633	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017641|0.78;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160216	ENSGALG00010011961	ENST00000546158	ENSGALT00010028637	hsa0000280497-gge0000017637|0.76;hsa0000280499-gge0000017638|0.76;hsa0000280501-gge0000017639|0.76;hsa0000280502-gge0000017640|0.76;hsa0000280503-gge0000017642|0.76;hsa0000280504-gge0000017643|0.84;hsa0000280505-gge0000017644|0.77;hsa0000280506-gge0000017645|0.93
ENSG00000160218	ENSGALG00010011973	ENST00000291574	ENSGALT00010028662	hsa0000280507-gge0000017659|0.68;hsa0000280508-gge0000017660|0.89;hsa0000280509-gge0000017661|0.84;hsa0000280510-gge0000017662|0.86;hsa0000280511-gge0000017663|0.87;hsa0000280512-gge0000017664|0.82;hsa0000280515-gge0000017665|0.81;hsa0000280516-gge0000017666|0.79;hsa0000280517-gge0000017667|0.8;hsa0000280518-gge0000017668|0.84;hsa0000280519-gge0000017669|0.86;hsa0000280520-gge0000017670|0.82;hsa0000280521-gge0000017671|0.69;hsa0000280522-gge0000017672|0.72;hsa0000280523-gge0000017673|0.77;hsa0000280524-gge0000017674|0.75;hsa0000280525-gge0000017675|0.68;hsa0000280526-gge0000017676|0.64;hsa0000280527-gge0000017677|0.72;hsa0000280528-gge0000017678|0.72;hsa0000280529-gge0000017679|0.72;hsa0000280530-gge0000017680|0.78;hsa0000280531-gge0000017681|0.72
ENSG00000134030	ENSGALG00010010007	ENST00000256413	ENSGALT00010023812	hsa0000244408-gge0000079447|0.88;hsa0000244410-gge0000079449|0.67;hsa0000244413-gge0000079451|0.88;hsa0000244415-gge0000079452|0.79;hsa0000244416-gge0000079453|0.8;hsa0000244417-gge0000079454|0.81;hsa0000244418-gge0000079455|0.69;hsa0000244420-gge0000079456|0.77;hsa0000244421-gge0000079458|0.92;hsa0000244422-gge0000079459|0.83;hsa0000244423-gge0000079460|0.88
ENSG00000134030	ENSGALG00010010007	ENST00000382998	ENSGALT00010023812	hsa0000244408-gge0000079447|0.88;hsa0000244410-gge0000079449|0.67;hsa0000244413-gge0000079451|0.88;hsa0000244415-gge0000079452|0.79;hsa0000244416-gge0000079453|0.8;hsa0000244417-gge0000079454|0.81;hsa0000244419-gge0000079455|0.68;hsa0000244420-gge0000079456|0.77;hsa0000244421-gge0000079458|0.92;hsa0000244422-gge0000079459|0.83;hsa0000244423-gge0000079460|0.88
