human_uniprot	rat_uniprot
Q02388	D3ZE04
Q8WW38	D4A0R1
Q9ULM3	D3ZBV9
P55160	A0A0G2JUF9
Q13395	A0A0G2JYA7
Q7Z2W7	Q8R455
Q96KQ7	Q6MG72
P42695	A0A140UHX3
Q8IWK6	A0A0G2JSU2
Q14146	D4AAN0
A6H8Y1	D3ZDI4
Q9P283	D4AEM7
Q9C0A0	F1M3J7
Q8IZS8	Q8CFG5
Q9Y6M7	Q9R1N3
Q96L96	D3ZH28
Q92620	D4A321
Q9H3S7	O88902
Q9NTI2	D4A3X6
Q7Z406	F1LNF0
P01023	P06238
Q9P203	A0A0G2K9E3
Q8TCU5	Q9R1M7
O95450	D3ZTE7
P13533	P02563
Q9UIA9	F1LQM9
A7MBM2	D3ZBZ6
Q14703	Q9WTZ3
O15090	D3ZJS6
P49641	A0A0G2JWG1
Q12791	Q62976
Q9H422	O88850
Q9HCL0	F7EKI5
P98196	D4A7K5
Q9ULD4	D3ZMD3
O60518	D4A634
Q8N9V7	D3ZUC6
O00160	D4A7X9
Q6ZVL6	F1LXC7
Q5T848	D4A6L0
O75747	O70173
Q13615	Q5PQT2
P04920	P23347
P10745	G3V8Q4
Q92835	P97573
Q92610	D3ZJG8
Q9H2P0	Q9JKL8
P48736	D3ZFJ0
O14980	Q80U96
O75155	Q9R0L4
Q9UM47	Q9R172
Q9P2G1	D4A731
Q70CQ4	A0A0G2K2V3
Q9UP95	Q63632
P54289	P54290
P11055	P12847
Q6F5E8	D3ZC15
Q9Y3Q4	Q9JKA7
P56199	P18614
O75044	D4A208
P20594	P16067
O75578	D3ZW82
P42338	Q9Z1L0
P53621	G3V6T1
Q6ZV29	Q5BK26
Q4VNC1	F1M9L4
Q6N021	D4AC33
Q8TE56	D4ABB3
Q9BQS7	Q920H8
B5MCY1	A0A0G2K972
O94979	Q9Z2Q1
Q8NFY4	A0A0G2JZC4
P12883	P02564
Q9NNW5	Q5XFW6
Q15111	Q62688
Q7Z6G8	P0C6S7
Q8TF17	F1M9P6
Q6MZM0	A0A0G2K8Q3
Q9UJF2	A0A0G2JTA7
O43933	D3ZZB2
Q5TEA3	D3ZVN5
Q13972	P28818
Q15058	D3ZE01
O95759	F1LWZ7
Q08462	P26769
Q13045	Q5RKI5
Q9Y6R1	Q9JI66
O15534	Q8CHI5
P12882	Q29RW1
Q6ZU65	D4A666
Q6W4X9	A0A0G2K3A4
Q9UHC9	Q6T3U3
Q01970	Q99JE6
Q7Z5J8	F1LUI7
Q8IZU2	M0R6L2
Q14139	Q6P7A2
Q9HCE6	M0RBM9
O43847	P47245
Q9UKJ3	F1M4M5
Q8N2S1	D4A917
Q9NRC6	A0A0G2JY25
Q9NVI1	D3Z840
O60500	Q9R044
O14727	Q9EPV5
Q2NKQ1	D3ZAS2
Q4VNC0	F1MA70
P49790	P49791
Q16825	Q62728
P22314	Q5U300
Q96NH3	D4A050
Q92547	D3ZRG0
P16615	P11507
Q9UF33	P54758
Q96L93	D3ZFN9
O15054	G3V9U4
Q04912	D3ZYM4
O94812	F1LVS1
P53992	B5DEG8
Q14112	B5DFC9
Q9H582	D4A778
Q9P2J2	P0C5H6
Q5TCY1	A0A0G2JTK1
Q8NDW8	D3ZZJ4
Q9P2D6	D3ZVB3
Q08999	O55081
Q8WXR4	F1LWJ6
Q9Y3R0	P97879
Q9C0J8	F1LT09
Q9H2T7	A0A0G2KAF6
Q9ULD8	O89047
Q13621	P55016
O94779	P97527
Q9UQE7	P97690
Q9Y4H2	F1MAL5
Q86SQ4	A0A0G2JST1
Q9Y3P9	D3ZX42
Q86VH2	Q7M6Z5
O95696	D3ZUW8
Q86TI0	D4AC16
P16112	P07897
Q4KMG0	O35158
Q14767	O35806
Q02218	Q5XI78
Q6P1J6	O54728
P51826	A0A0G2K1Y7
O95373	D4AE96
Q68CZ1	D3Z8G3
Q9UL54	Q9JLS3
P35590	B5DFD6
Q8IWU2	D3ZBH5
Q92878	Q9JIL8
Q0IIM8	A0A0G2K9M5
Q14005	D4A4I9
O43897	D3Z8U5
Q8WXI2	Q9Z1T4
Q13751	F1LPI5
Q5GLZ8	Q5PQN1
Q13136	A0A1B0GWS0
Q2VWP7	Q2VWP9
O75164	A0A0G2K5I7
Q9UPQ7	P68907
Q9C0C9	F1M403
Q14324	D3ZA38
Q15375	P54759
Q96RY5	D3ZNU3
O14559	D4A9G6
P13637	P06687
O60315	E9PTC3
Q52LW3	Q5PQJ5
Q9ULH1	Q1AAU6
Q5SYE7	A0A0G2JZL4
Q8IY21	A0A0G2K744
Q96K83	A0A0G2JT53
Q9C0H9	Q9QXY2
P50993	P06686
Q9H6R4	A0A0G2QC27
P51816	A0A0G2KA99
Q6YHK3	D4A447
P28340	O54747
Q8IY18	A0A0G2K4T5
Q12772	Q3T1I5
Q5VV67	D3ZRG8
Q9P243	A0A1W2Q6E1
Q13873	F1LQC5
P08183	P43245
Q86UV5	Q76LT8
P42285	D4AE49
Q8NFU7	F1LUQ3
P20648	P09626
Q9UBS9	Q710E6
O43795	Q05096
Q9Y5B9	D4A4J0
Q8TE60	D3Z8G4
Q9HAU5	D3ZT03
O43424	Q63226
P23634	Q64542
Q86YV5	D3ZMK9
Q9Y3M8	D3ZU63
Q12860	Q63198
Q6ZRQ5	D3ZS39
Q05397	O35346
P51841	P51842
Q7Z4L5	D4A333
Q9UHP3	D4ACD3
Q8TEW8	F1LW22
Q96Q89	D3ZX13
Q8IWV2	Q62845
O75334	F1M8A4
Q9UKU6	Q10836
Q8NEN9	D3ZXY2
Q2Y0W8	Q6RVG2
Q9Y666	Q5RK27
Q6ZP82	D3ZEY0
Q9UPU3	D4A2I9
P13497	F1M798
A7E2Y1	B6RK61
Q14207	D4A6Y1
O15063	F1M037
O95487	D3ZW15
Q9ULK0	Q62640
Q9Y2H2	D3ZKG7
Q9Y4D2	Q5YLM1
Q5TCZ1	A0A0G2JX92
Q6ZV73	A0A0G2K7L6
O94832	Q63357
Q76LX8	D4A0T9
Q9UPR0	F1M324
Q96PQ0	D3ZW09
Q99490	Q8CGU4
P29323	A0A0G2JY48
P05023	P06685
Q9UBZ9	D3ZRU9
Q9H2E6	D3ZAG0
Q02763	D3ZCD0
Q92540	D4ACJ3
Q5THR3	F1LZH7
P41180	P48442
Q8TF46	Q5U2P0
Q6AHZ1	Q499R0
O43896	O35787
O60264	F1LNL2
P54764	D3ZZK3
Q12986	D4AE50
Q5TIA1	D3ZSY2
Q9UHC1	D4ADG4
Q2M1K9	O08961
P16234	P20786
P54756	P54757
Q5THK1	M0RAJ5
Q9H9Y6	O54888
Q13393	P70496
Q93100	Q5RKH5
Q9NVE5	D3ZL95
P54762	P09759
Q8N398	D4A7U5
O00533	M0RC17
Q9UKX5	F1LUU1
Q7Z2Z2	D3ZXJ5
O00159	Q63355
Q14980	F7FF45
Q15034	D3ZPP6
P46013	D4A0Y6
P14735	P35559
Q68CR1	D3ZIJ4
O15015	A0A0G2KA68
Q8TD43	Q9ESQ5
Q9P1Z9	F1LXD9
Q96RU2	D3ZJ96
Q14289	P70600
Q96PN7	A0A0G2K2H9
Q13423	Q5BJZ3
P48552	G3V672
Q9P2R3	D4A1J6
Q6EMB2	D3ZAA1
P07949	G3V9H8
Q8NEV8	F1LXT0
P20936	P50904
P17301	A0A0G2K470
Q8IXJ9	A0A0G2JU33
Q96QB1	Q63744
Q9BY07	Q6RI88
P54132	D3ZQW1
Q13683	Q63258
Q13753	F1LRH4
O95819	A0A0G2K7W4
Q9ULJ6	D4AE97
P23229	G3V667
Q9HC56	F1LS01
Q8NCM2	Q9EPI9
Q8NHM5	F1LLW9
Q8IZF2	Q9WVT0
Q96L42	Q9QWS8
Q14678	D4AE58
Q8WUM0	D3Z8B2
Q8N1P7	A0A0G2JVZ7
Q7Z589	D4AC97
Q00722	O89040
Q14191	F1LTH9
Q86TB3	F1LTG2
P18206	P85972
Q2M3G0	D4AEL4
P53708	B5DEG1
O95428	D3ZD40
Q8NDI1	F1LVX2
Q5TB80	Q4KLH6
Q6ZVD8	D4A254
Q9UPP1	D4AD31
Q9BTW9	F1M1D5
Q6ZNL6	F1LTE6
Q9Y2G1	D4A352
P29597	D3ZD03
Q9P1A6	P97837
Q13625	F1M5H6
Q8WXD9	Q8VHK2
P80192	F1LRA7
Q96P70	D4A857
Q8IYT8	D3Z9J7
Q9Y4F1	F1LYQ8
Q8NE09	F1LX91
Q16478	Q63273
Q01804	F1M7Q7
P78312	D3ZIG8
Q96PU5	A0A0G2JXP3
Q9H0A0	A0A0G2JV51
Q9Y6L7	F1M280
P29320	O08680
Q9NZV1	D4AEK3
Q15029	F1LM66
Q02246	P22063
O15068	Q63406
Q9Y2L6	F1LZB7
Q32M45	A0A0G2K0I0
Q8IX21	A0A0G2JUU2
Q7Z494	D4A1W7
Q2M1P5	D4A9P0
Q9NS87	Q7TSP2
Q9NQ11	F1MAA4
Q9UL36	F1LXC0
Q96QT6	F1LM99
O95239	E9PSJ3
Q5VWQ8	Q6P730
Q9H0D6	D4A914
A0AVT1	D4A8H3
Q7Z3S7	D3ZM84
Q9H2D6	A0A0G2K1P8
P35228	Q06518
Q9UBS5	Q9Z0U4
Q9Y2G3	A0A0G2K3P7
Q9ULD0	D3ZQD3
Q13075	M0R915
O60245	Q68HB8
O43593	P97609
P16066	P18910
Q06190	D3ZLD7
Q63HK5	D3ZKB9
Q8NDV3	D3ZE73
Q9P232	Q62682
Q9Y2Q0	F1LUT4
Q96PY6	D3ZB99
Q9UMZ2	Q9JKC9
O94875	O35413
Q9BWV1	D4A0Z7
A2RUS2	D4A2H4
Q6IEE7	A0A096MJF9
Q9UQP3	D3ZK14
O95486	D3ZZA8
Q6AI08	A1EC95
Q7Z553	P60756
Q9UGR2	A0A0G2K214
Q9NZQ8	F1LMD7
O15197	P0C0K7
Q9BXT6	D3ZH42
O75132	D3ZUV0
Q6UXG2	F1MAB2
Q4LE39	Q9JKB5
Q12840	Q6QLM7
Q8NFM4	P26770
P28749	D3ZS28
P15918	G3V6K9
Q9NS15	F1LRT0
P29374	A0A0G2K094
P78524	D4A9H6
Q15032	F1LNT3
Q15334	Q8K4K5
O75912	F1MAB7
Q9BVV6	F1LZT2
Q8TE82	D3ZLQ9
Q8IWB9	G3V9L1
Q8NFZ0	F1M298
P08648	A0A0G2K1E2
Q8TEQ8	D3ZTP8
Q96KQ4	A0A0G2KB61
Q9BYT9	F1M0A0
Q9C0B9	Q498S6
A6QL63	D4AC89
Q70J99	Q9R189
Q5JZY3	F1LX55
Q6P9B9	D3ZTW1
Q5SYB0	D3ZW88
P55060	D3ZPR0
O75808	A0A0G2KAS0
Q14679	D4A331
O95206	D3ZE55
O43147	A0A0U1RS33
P28370	D3ZIE5
Q86Y13	D4A1V8
B0I1T2	A0A0G2K6E3
O14983	Q64578
O15016	F1M6Z0
O94829	Q9JM04
Q14160	D3ZWS0
P09619	Q05030
Q8ND04	D3ZQ80
O95782	D3ZUY8
Q16099	Q01812
Q9UBN4	O35119
Q6UXZ4	F1LW30
Q75QN2	D3ZLQ6
Q9BSJ8	Q9Z1X1
Q7Z3V4	M0R8Z5
Q7Z443	A0A0G2K4Q7
Q14147	A0A0G2K1F5
P54753	D3ZH39
Q96FS4	E9PSX8
P54760	M0RDA4
Q13797	D3ZN51
Q9UJ98	Q99M76
Q9Y4E8	Q9R085
Q9ULJ8	O35867
Q07912	Q5U2X5
Q9NTJ4	P21139
Q9UL62	A0A0G2K149
O95259	Q63472
Q9UQ52	P97528
Q9UNS1	Q9Z2Y1
Q587J7	F1LTR3
Q8NFP4	P85171
P06756	A0A0G2JVZ6
O15055	Q9Z301
Q93073	D4A7V0
O60610	F1M775
Q12882	O89000
Q05586	P35439
Q8NB14	D3Z8K5
Q9Y2H0	P97839
Q9NPG4	F1MA46
Q6ZSZ6	F1LW29
O95185	Q761X5
Q86XI2	D4AAL2
Q93084	P18596
O14617	B5DFK6
P07996	A0A0G2JV24
Q5JRX3	A0A0G2K6D5
P09874	P27008
Q8WXS8	D3ZA74
Q8WWQ8	Q8CFM6
Q9HCE1	D3ZUC2
O75448	Q4V8B3
Q9NZJ5	Q9Z1Z1
Q6P1M3	A0A0G2JU05
Q96EP0	E9PU29
Q6UXC1	Q63191
Q6PD62	G3V897
Q8NHU6	Q9R1R4
Q12766	F1MAL8
Q8TE58	D3ZXM1
O75093	O88279
P35442	D4A2G6
O60313	Q2TA68
Q6AI39	D4A240
O75717	D3ZN63
P63010	P62944
P35579	Q62812
Q96JG6	F1LSG8
P38398	O54952
Q9UPR3	E9PU03
P32418	Q01728
Q08174	A0A0G2K6T9
Q8N961	O08764
P00450	P13635
P53618	P23514
Q9BZF3	A0A0G2JZR1
Q8N766	D4A994
Q9H9B1	A0A0G2K889
Q96RT8	D4A2A9
Q7Z6L1	Q3ZBA0
Q9BQT9	Q8R553
Q14831	P35400
Q53EL9	F1MA42
P28290	D3ZLC3
P29317	D3ZBN3
Q02846	P51840
P48357	Q62959
O75151	A0A0G2KAI2
P52333	Q63272
P55017	P55018
Q13003	P42264
Q8IUL8	D3ZE05
Q9Y5L0	D4AAM0
Q5T0N1	D4A513
Q9UL01	B5DF19
Q9UPN9	D3ZUK4
Q86SQ0	D4A779
Q6ZRR7	D4AAU7
Q16706	P28494
Q96HW7	D3ZZQ6
Q9NQC7	Q66H62
Q14671	D3Z8L5
Q96SB8	D4AB26
Q8IWE5	D4A932
O95980	A0A0G2JZ40
P78347	Q5U2Y1
Q9H4Z2	G3V893
Q9NQ90	A0A0G2JXB5
O43909	Q9JMA8
Q5T7B8	D4A7G8
Q6ZMQ8	D4ABZ3
Q3V6T2	D3ZYD7
Q86TH1	D4A4X6
Q86YS7	A0A0G2K543
P42704	Q5SGE0
P29074	G3V6B9
Q92574	Q9Z136
Q8IY37	D4A1R0
Q8WWM7	A0A0G2JYE0
Q9NPG3	D4A8C6
O60716	D3ZZZ9
Q9Y5W8	A0A0G2JUH8
O60231	Q6MG13
Q9UDY2	Q3ZB99
P48200	Q62751
O14936	Q62915
Q6VAB6	F1LY04
P57103	P70549
Q9NZ71	Q5RJZ1
Q96J92	Q7TPK6
O60462	O35276
P25092	P23897
Q14432	Q62865
Q12968	A0A0G2JTY4
Q9UPQ0	F1M392
O43156	D3Z854
Q14C87	Q76HP2
O00222	P70579
Q13905	F1M8L9
Q68E01	D3ZUT9
Q63HQ2	B4F785
Q13474	Q9EPA0
O14786	Q9QWJ9
Q9P1Y6	Q63625
Q8IZJ1	O08722
Q12774	E9PT59
Q9H4L7	D3Z9Z9
P23378	A0A0G2JUZ5
O75385	D3ZMG0
Q8TAQ2	D4A510
Q9ULU4	A8C4G9
Q6ZRV2	D3ZRK0
Q9Y613	A0A0G2JZ38
O15072	D4AD55
O60502	Q8VIJ5
Q16513	O08874
Q9C0E4	Q9WTW1
Q96A65	Q62824
Q13002	P42260
O43707	Q9QXQ0
O75094	O88280
Q5ST30	Q6MG21
Q70E73	D4ADX8
Q9P2F6	Q6REY9
P55265	P55266
Q9NQV6	D3ZQ79
P49588	P50475
Q6ZWH5	D3ZFA2
P56524	Q99P99
Q8IV33	A0A1W2Q691
Q9P253	B5DFJ4
Q8N0W3	A0A0G2JVI4
P51828	F1LQT1
Q8IX03	F1M6U0
P08151	G3V6X8
P52848	Q02353
P42261	P19490
O75460	A0A0G2K2H4
O95886	P97838
Q9H0D2	D3Z8I0
Q96PE3	Q62784
Q9UEF7	Q9Z2Y9
Q9P0V3	Q9JJS5
Q6AWC2	D4AEJ5
O15013	M0R3X3
Q14833	P31423
Q53TQ3	D3ZTM2
Q9UPR5	P48768
Q9Y2L1	F7EPZ4
A6NNM3	D4A7Z1
A6NJZ7	D4A7Z1
Q9UFD9	D4A7Z1
O75899	O88871
Q711Q0	M0RD54
Q96RG2	Q5PQT0
O94885	F1LU97
Q13367	D4AE00
Q13191	Q8K4S7
Q08828	D4A3N4
Q9BX26	O70608
Q9H0E3	D3ZLP9
P12814	Q9Z1P2
Q9UPZ3	F1LS35
A6NE52	F1LYQ6
Q96T76	M0R6T4
Q9UL68	P70475
B1ANS9	D4A0M9
P16157	D3Z9Z0
Q9UPM8	D3ZX21
Q8TD19	A0A0G2K8N9
Q14203	P28023
Q9Y2K3	A0A0G2JY53
Q9NRE2	M0R6R4
Q5T481	E9PT37
O95785	D3ZQQ2
Q9BYE9	D3ZAN2
Q5T7W0	F1LV71
O60337	F1M1F1
Q9UI26	M0R8E8
Q9NXC5	D3Z9C0
P35609	D3ZCV0
O94855	G3V9S9
Q99700	F1M049
Q7Z3B3	A0A0G2K8Z6
Q86VB7	D3Z9U2
P54198	M0R4R2
P42263	P19492
Q9NSV4	F1LVW7
P19021	P14925
Q9Y6X9	A0A0G2JWF7
Q9UQL6	F1LM64
P48058	P19493
A1L4H1	D3ZPK4
Q01974	D3ZNY8
Q10567	P52303
P55786	F1M9V7
Q15386	D3ZHB7
Q9NVH2	D4ADS6
P54707	P54708
Q9BVI0	D3ZQB7
A1L390	D3ZA21
Q92619	D4AAI2
O14787	D3ZER6
P26006	D3ZQM3
Q8TC59	D3ZRE1
Q9P217	D3ZI38
Q6IQ23	A0A0G2K6Z8
P46379	Q6MG49
Q96C45	M0R685
Q7KZF4	Q66X93
O00329	D4A5Q1
Q96HA7	D4A615
O94973	P18484
Q5XXA6	D4A915
Q9UKV0	E5RQ38
Q9NRA8	D4ACF1
O15034	Q9JIR1
P29122	Q63415
Q9Y6Y8	G3V8Q8
P21709	D3ZDH4
A4D2P6	F1LU68
Q96DN6	D3ZCX1
Q7Z5M5	D3ZHV6
P78344	F1LN59
P08603	G3V9R2
Q9H2U1	D4A2Z8
Q9GZR1	F1LU78
O76039	D3ZG85
Q13107	B2GUZ1
Q8IX12	D4A2P1
Q6V1X1	D3ZHQ1
Q9UPP2	Q76M68
Q9H270	D3ZTB4
O75038	D4AAX6
P22102	G3V918
O94953	M0RB75
Q9HCR9	Q8VID6
Q9H9G7	F1LUS2
Q8IZA0	F1M4J1
Q6DN90	A0A0G2JUG7
Q9BWT7	D4A425
P00519	E9PT20
Q96DN5	D3ZTA2
Q08345	Q63474
P42262	P19491
Q9BXT4	D4A3N0
Q96PY5	A0A0G2K132
P57678	F1LWL5
Q96T23	D3ZGQ8
Q9Y4L1	Q63617
Q13574	O08560
Q9UL18	D4AC38
Q92636	A0A0G2K4H2
Q9UBN7	D3ZVD8
Q8IWR0	A0A0G2JVM3
O94972	D3ZL82
Q9C0B7	D4AAU1
Q9Y6K1	Q1LZ53
Q86XP3	D4A031
Q8IY92	F1LU18
Q8TEY7	F1LPJ7
Q8NEB9	O88763
P11586	P27653
P98194	Q64566
Q99460	O88761
Q9UQ05	Q9R1T9
O00267	E9PTB2
Q9H3R1	D3ZD27
Q9NSE4	A0A0G2K261
O75061	A0A0G2JY26
Q14832	P31422
P52746	A0A0G2JVD5
P13612	D3ZMQ3
Q5KSL6	F1LZW2
Q9P2H5	F1M8S4
Q7RTW8	D4A6R6
Q9C0C2	D3ZF26
Q6P3W7	A0A0G2JVC2
Q08043	Q8R4I6
Q9UKV8	Q9QZ81
Q96KP1	O54921
Q96Q05	E9PU02
P52789	P27881
Q96JC1	A0A0G2KA50
Q9Y210	Q99N78
Q9NZ94	Q62889
Q9UIQ6	P97629
Q9P1Q0	Q9JMK8
Q8IWB6	F1M5M3
Q8TEA7	A0A0G2K9Q0
Q6ZS17	Q4FZU8
Q13563	D4A5F1
P36956	P56720
Q6UXD5	D4A6P1
Q14416	P31421
Q86YA3	F1M404
O14490	P97836
P19022	Q9Z1Y3
O95466	A0A0G2JYU6
P52849	D3ZD62
Q9BZ71	M0RDK4
Q6PJI9	D3ZGZ9
Q14CX7	Q6QI44
P26045	F1LQQ5
Q86WI3	M0R4M1
Q9H3U1	Q32PZ3
Q8WX93	F1M265
O94887	D3ZFK8
Q92618	A0A0G2K242
O94985	Q6Q0N0
Q9Y4G2	Q5PQS0
Q7Z3J2	Q5XI83
Q9UHB7	D3ZSX2
Q24JP5	Q80WF4
Q9Y4C2	D3Z8A4
Q9UPN6	Q63623
Q96KR1	Q562A2
P20585	F1LQM8
Q96P20	D4A523
P49916	A0A096MKE9
Q12913	A0A0G2JXZ9
Q9BXW6	Q8K4M9
Q9BZA7	D4A497
Q9BZV3	P70628
Q01973	D3ZZ97
Q76L83	D3Z8N9
O94806	D4A229
Q9Y4D1	D4ABM3
Q5JU85	A0A0G2JZX5
Q8IWX7	A0A096MJB5
O75762	Q6RI86
A8MWY0	F1M4B6
P45974	D3ZVQ0
Q9Y6Q9	Q9EPU2
Q9Y2K6	D3ZLQ8
Q5HYA8	P0C152
Q5T447	F1LVZ9
Q8N1G0	D3ZT56
O00203	A0A0G2JWD6
Q92922	A0A0G2K9D6
Q13370	Q63085
Q9UL03	A0A0G2K7S2
Q8IWU5	Q3L472
Q9NRM7	A0A0G2K4A8
Q8N6Y1	D4ADD1
Q7Z7B0	Q8K4T4
P19367	P05708
Q9H4D0	Q8VDA1
Q13439	Q5U4E6
Q7Z410	P69526
P36888	A0A0G2JW59
O14939	P70498
Q01954	F1LUF8
O60423	D3ZE62
Q01968	D3ZGS3
Q5TIE3	D3ZP60
Q13733	Q64541
Q17R98	F1LVT1
O94967	G3V9M3
Q9HCS7	Q99PK0
O95985	D4A9Z2
Q9NTJ3	F1MAD9
P18583	F1MAQ7
P40818	D3ZN39
O75335	Q91Z80
Q7L7X3	O88664
Q76KP1	D4A750
Q75T13	Q765A7
P13639	P05197
Q8N1G1	D3ZCX6
P35523	P35524
Q92974	Q5FVC2
Q8IVF7	A0A0G2JXC2
Q5VVW2	A0A0G2JX90
P39086	P22756
Q17RG1	F1LYX1
Q9BX63	A0A0G2K475
Q5VT97	F1LVD8
P52735	D3ZYG0
Q8IVH8	Q924I2
Q13349	Q9QYE7
Q86SJ6	Q6W3B0
O95271	D3Z8Q6
Q8WXX7	F1M388
Q58EX7	D3ZQ60
O95803	D4ABE3
Q96JH8	D4A1Z8
Q9HCX4	F1LQF7
Q5T200	E9PSN4
A8MW92	Q4V9H5
P35221	Q5U302
P57740	P52590
Q9HAU0	E9PTG5
Q86T82	D4ABE5
Q92973	F1LQP9
Q6JQN1	F1LSP2
P42702	O70535
Q9UNA0	G3V673
Q14974	P52296
Q1MSJ5	F1LPI1
Q92995	D3ZDI9
Q02241	D4AAG4
Q86T65	A0A0G2K988
Q96RT1	M0R9T2
Q13472	D4A6J4
Q13822	Q64610
Q96CC6	Q499S9
Q12979	A0A0G2JTR4
O00408	Q01062
P43246	P54275
Q86W56	Q9QYM2
Q8N960	D4A3J3
A2RUB1	D4A1P7
Q92562	Q0Z843
Q5VZP5	D3ZRM0
Q8N2Q7	Q62765
Q9HBA0	Q9ERZ8
O95398	Q9Z1C8
Q8IUX7	A2RUV9
O60885	D3ZGX8
Q14692	E9PTV4
O15327	Q9QWG5
Q15139	Q9WTQ1
O15042	D3ZAI0
Q9HCG7	Q5M868
Q6WCQ1	Q9ERE6
Q9UPX6	D3ZJ47
O75891	P28037
P20701	F1LP44
Q9BZF9	D3ZGS5
P21399	Q63270
Q7Z3C6	Q5FWU3
Q9BQS8	D3Z9D2
Q9UL12	Q64380
Q9Y4K4	D3ZHL6
Q9ULE0	M0R8P6
Q6ZSZ5	F1LT94
Q16849	Q63259
Q68DA7	D4A4Y9
Q9Y4E5	G3V7N7
C9J069	D3ZTF0
Q69YQ0	Q2KN99
Q9UPV9	D4ACC5
Q2NKX8	D4A0G9
Q8TEH3	A0A0G2K6J1
Q9Y678	Q4AEF8
Q8TEV9	D3ZJR6
P56192	D3Z941
Q2TAC6	D4A976
Q9Y5B6	D4A8C8
Q9H252	O54853
P10721	Q63116
P51530	D3ZG52
O95789	A0A0G2K8U2
Q8IWU6	Q8VI60
Q96QP1	D3ZTA7
P51788	P35525
Q9BZL6	Q5XIS9
O75150	Q8CJB9
P51797	D4A3H5
Q9NQW1	D4ADQ9
Q6UB35	B2GUZ3
Q86UP2	D4A4Z9
Q13200	Q4FZT9
Q5T0W9	D3ZF70
Q86YT6	D3ZUV2
O43283	F7FMK8
Q14152	Q1JU68
Q16832	F7EVN7
Q4KMQ2	A0A0G2K1M7
Q8NCN5	D3ZXA6
Q9H1B5	Q9EPI0
Q16512	Q63433
Q9UN70	A0A0G2K9D7
Q8N3T6	F1LYB3
Q7Z3G6	F1M0J7
P50570	P39052
Q92502	D4A5B9
Q9HCB6	P35446
Q9BZF1	A0A0G2JXN8
P35251	D3ZFT1
P22681	D3ZV15
Q9H4L5	D3ZHZ3
Q8WYP3	D4A6C4
Q9Y2K5	A0A0G2K4E8
Q16288	Q03351
Q96JK2	G3V6K4
Q96HY7	Q4KLP0
O15146	Q62838
Q9P2E7	F1M6B6
Q96J94	D3ZTP9
Q9UKW4	F1LWB1
O15061	G3V9G5
Q6PJG2	D4ACA6
Q9BXJ9	D3ZD89
Q15700	Q63622
P51790	P51792
Q9BXA9	D4A024
Q2KHT3	A0A0G2KA14
Q92625	D4AC12
Q14157	E9PTR4
P54259	P54258
Q5JTZ9	D3ZX08
Q6VY07	O88588
Q5T3F8	D4A105
O00192	B4F7F3
Q9H8V3	D3ZUD0
Q86TI2	M0R781
Q969F9	D3ZGG8
Q9BQI6	D3ZVR6
Q7Z2Y5	F1LZB6
O15033	D3ZVC4
Q96EV2	D3ZTA8
P11217	P09812
Q9P2F5	D4A001
Q9UHI8	Q9WUQ1
Q5H9R7	F1MAH5
Q8TCJ2	B2RYD7
O95427	E9PTA5
Q96CW5	A0A0G2JUU7
Q86VP3	D3ZJG4
Q8N157	Q6DTM3
Q86W92	A0A0G2K781
Q7L014	Q62780
A0A0G2JMS6	D3ZS19
Q8NI36	M0RAY7
Q9H2K2	D3ZRP5
P11216	P53534
Q8WUA4	A0A0G2K679
Q32P44	D4A4R1
Q14527	A0A0G2JVH5
Q14934	D3Z9H7
Q9BSJ2	B2RYP8
Q8IVF2	F1LUD3
Q86UT6	Q5FVQ8
Q8NFZ4	Q62888
Q9NXF1	D4A401
P36776	Q924S5
Q8WTW3	F1LND1
Q93050	P25286
P06400	P33568
Q9BY89	A0A0G2JZ88
Q96MI9	A0A1B0GWW4
Q8TCY9	A0A096MJ37
P06737	P09811
Q9BQG0	O35821
Q12959	Q62696
Q99590	D4ABH1
Q9NYI0	D4A2Q3
Q92796	Q62936
Q9H694	D3ZDJ9
P08235	P22199
Q05193	P21575
Q14940	Q9Z0X2
Q9H2X0	Q63148
Q12866	P57097
Q6XUX3	Q6XUX2
Q9UDR5	A2VCW9
Q8TDZ2	D3ZBP4
Q6UY14	Q4FZU4
P04035	P51639
Q2NKJ3	D4A261
Q0VF96	D4A3V5
Q15031	A0A0G2K9E5
Q8IWJ2	D3ZZL9
Q9H269	Q642A9
Q9H8M5	Q5U2P1
Q8TEX9	D4A2D7
P08575	P04157
A6NKG5	M0R9G4
P15498	P54100
Q14126	F1LYX9
Q05086	F1M7B8
Q9H3T2	Q9WTL3
Q5M9N0	D3ZHH5
Q9BYH1	D4AD89
Q9H4G0	Q9WTP0
Q03112	D3ZM26
P08514	D3ZAC0
Q01433	Q02356
P35913	D3ZDI8
Q13469	D4A0I8
Q6ZN44	O08721
P51795	P51796
O75420	D3ZQJ3
Q5T8P6	D3ZRG7
Q03701	D3ZNU1
Q9BZQ6	D4AB70
P37275	Q62947
Q9BYX4	G3V6W5
Q8TET4	D4A7G5
P33176	Q2PQA9
P20702	D3ZWZ1
O95347	D4A5Q2
P10253	Q6P7A9
P52732	F1MAB8
Q9P2N6	Q3KR73
Q13608	P54777
Q9P2B2	Q62786
Q5FWF4	D3ZDS8
O75146	F1LML7
Q9HC35	A0A0G2K2Z0
Q14644	Q9QYJ2
P16499	D3Z8C9
P49736	D3ZP96
